completed_duration_days,completed_duration_hours,branch_code,latitude,longitude,quantity,net_charge,payment_duration_days,haversine_distance_miles,requests_per_day,completed_per_day,cycle_count,sale_price,signs_per_district,cluster,cluster_colour
0.15,3.6,280,50.94381695,-0.466085779,1,4.25,25.1,3517.533519,51,27,3,680000,158,3,Dark Purple
2.59,62.2,280,50.948762,-0.476173,1,4.25,41.8,3517.879579,70,33,3,502000,158,0,Pink
1.89,45.4,280,50.948762,-0.476173,1,4.25,41.8,3517.879579,98,43,3,502000,158,0,Pink
0.96,22.9,280,50.948762,-0.476173,1,4.25,11.1,3517.879579,75,54,3,502000,158,0,Pink
1.0,24.0,280,50.95028584,-0.458113906,1,4.25,33.3,3517.97654,71,64,4,380000,158,0,Pink
1.89,45.4,280,50.95028584,-0.458113906,1,4.25,41.8,3517.97654,98,43,4,380000,158,0,Pink
1.13,27.2,280,50.95028584,-0.458113906,1,4.25,51.7,3517.97654,59,36,4,380000,158,0,Pink
1.0,23.9,280,50.95028584,-0.458113906,1,4.25,68.3,3517.97654,62,67,4,380000,158,0,Pink
2.03,48.7,280,50.92614189,-0.436486974,1,4.25,22.9,3516.300139,31,31,2,795000,158,1,Mauve
1.22,29.4,280,50.92614189,-0.436486974,1,4.25,103.1,3516.300139,53,67,2,795000,158,1,Mauve
2.01,48.1,480,50.91777553,-0.423721371,1,3.8,71.8,3515.717136,55,84,3,690000,158,3,Dark Purple
4.01,96.2,480,50.91777553,-0.423721371,1,3.8,71.8,3515.717136,70,77,3,690000,158,3,Dark Purple
2.06,49.4,480,50.91777553,-0.423721371,1,3.8,36.2,3515.717136,22,22,3,690000,158,3,Dark Purple
1.12,26.8,280,50.91950049,-0.416947816,1,4.25,13.2,3515.833445,95,33,2,637500,158,3,Dark Purple
0.16,3.9,280,50.91950049,-0.416947816,1,4.25,6.3,3515.833445,87,83,2,637500,158,3,Dark Purple
1.06,25.4,480,50.93663724,-0.388384872,1,3.8,68.3,3517.005355,62,67,3,465000,158,0,Pink
2.16,51.8,480,50.93663724,-0.388384872,1,3.8,30.6,3517.005355,64,37,3,465000,158,0,Pink
1.17,28.2,280,50.92476093,-0.435594077,1,4.25,33.3,3516.204414,57,51,3,438000,158,0,Pink
0.8,19.2,280,50.92476093,-0.435594077,1,4.25,33.3,3516.204414,76,116,3,438000,158,0,Pink
1.19,28.5,280,50.92476093,-0.435594077,1,4.25,22.9,3516.204414,58,65,3,438000,158,0,Pink
0.92,22.1,280,50.9252384,-0.451173035,1,4.25,38.9,3516.244138,58,62,2,850000,158,1,Mauve
0.84,20.1,280,50.9252384,-0.451173035,1,4.25,11.1,3516.244138,72,33,2,850000,158,1,Mauve
1.08,25.9,280,50.91557527,-0.447439403,1,4.25,51.7,3515.575337,59,36,2,585000,158,3,Dark Purple
1.08,25.9,280,50.91557527,-0.447439403,1,4.25,51.7,3515.575337,59,36,2,585000,158,3,Dark Purple
0.98,23.5,280,50.917373,-0.451344061,1,4.25,33.3,3515.701173,71,64,4,790000,158,1,Mauve
0.13,3.2,280,50.917373,-0.451344061,1,4.25,51.7,3515.701173,75,80,4,790000,158,1,Mauve
1.18,28.3,280,50.917373,-0.451344061,1,4.25,22.9,3515.701173,58,65,4,790000,158,1,Mauve
1.02,24.4,280,50.917373,-0.451344061,1,4.25,68.3,3515.701173,62,67,4,790000,158,1,Mauve
1.24,29.7,280,50.91749869,-0.465939,1,4.25,103.1,3515.716402,53,67,5,812500,158,1,Mauve
0.98,23.4,280,50.91749869,-0.465939,1,4.25,36.2,3515.716402,36,19,5,812500,158,1,Mauve
0.99,23.7,280,50.91749869,-0.465939,1,4.25,33.3,3515.716402,71,64,5,812500,158,1,Mauve
1.09,26.2,280,50.91749869,-0.465939,1,4.25,51.7,3515.716402,59,36,5,812500,158,1,Mauve
0.1,2.3,280,50.91749869,-0.465939,1,4.25,36.2,3515.716402,64,110,5,812500,158,1,Mauve
0.84,20.1,600,50.82381043,-0.151908261,1,3.85,111.0,3509.152767,69,94,1,198000,2281,2,Purple
1.86,44.7,702,50.82310017,-0.153625906,1,4.0,38.9,3509.103985,43,57,2,435000,2281,0,Pink
1.01,24.2,702,50.82310017,-0.153625906,1,4.0,25.1,3509.103985,86,87,2,435000,2281,0,Pink
2.19,52.5,610,50.82486054,-0.147237964,1,3.75,129.0,3509.224586,55,84,3,616000,2281,3,Dark Purple
1.06,25.5,610,50.82486054,-0.147237964,1,3.75,129.0,3509.224586,78,66,3,616000,2281,3,Dark Purple
2.0,47.9,610,50.82486054,-0.147237964,1,3.75,27.6,3509.224586,87,81,3,616000,2281,3,Dark Purple
1.01,24.3,600,50.83282801,-0.147192322,1,3.8,67.1,3509.774692,59,91,3,293000,2281,2,Purple
4.39,105.3,600,50.83282801,-0.147192322,1,3.8,67.1,3509.774692,93,68,3,293000,2281,2,Purple
1.95,46.9,600,50.83282801,-0.147192322,1,3.8,82.1,3509.774692,53,60,3,293000,2281,2,Purple
2.9,69.7,450,50.83147124,-0.146138375,1,3.85,400.4,3509.680863,21,70,2,227500,2281,2,Purple
1.14,27.5,450,50.83147124,-0.146138375,1,3.85,370.1,3509.680863,56,93,2,227500,2281,2,Purple
2.83,67.9,702,50.83301558,-0.136945711,1,3.8,25.1,3509.786214,73,62,1,230000,2281,2,Purple
2.09,50.3,720,50.83333376,-0.13547029,1,3.8,18.3,3509.807985,47,92,1,625000,2281,3,Dark Purple
2.17,52.1,702,50.83408769,-0.141575378,1,3.8,71.8,3509.860871,98,95,3,555000,2281,3,Dark Purple
1.27,30.5,702,50.83408769,-0.141575378,1,3.8,189.9,3509.860871,56,93,3,555000,2281,3,Dark Purple
1.09,26.3,702,50.83408769,-0.141575378,1,3.8,36.2,3509.860871,65,110,3,555000,2281,3,Dark Purple
0.11,2.6,720,50.8347829,-0.139488489,1,3.8,36.2,3509.908583,38,89,4,420000,2281,0,Pink
2.03,48.8,720,50.8347829,-0.139488489,1,3.8,103.1,3509.908583,72,44,4,420000,2281,0,Pink
1.92,46.1,720,50.8347829,-0.139488489,1,3.8,71.8,3509.908583,83,101,4,420000,2281,0,Pink
1.96,47.0,720,50.8347829,-0.139488489,1,3.8,11.2,3509.908583,79,108,4,420000,2281,0,Pink
2.21,53.0,720,50.83576968,-0.138767542,1,3.8,71.8,3509.976617,67,79,2,325000,2281,2,Purple
2.15,51.7,720,50.83576968,-0.138767542,1,3.8,36.2,3509.976617,36,86,2,325000,2281,2,Purple
1.08,26.0,720,50.83607867,-0.137278211,1,3.8,11.2,3509.997749,94,105,2,335000,2281,2,Purple
0.91,21.8,720,50.83607867,-0.137278211,1,3.8,69.6,3509.997749,97,125,2,335000,2281,2,Purple
1.49,35.7,600,50.83664448,-0.134415188,1,3.85,95.0,3510.036434,51,116,2,205000,2281,2,Purple
0.94,22.5,600,50.83664448,-0.134415188,1,3.85,111.0,3510.036434,80,79,2,205000,2281,2,Purple
2.16,51.8,702,50.83153786,-0.134519385,1,3.8,41.8,3509.683862,100,129,2,272000,2281,2,Purple
1.92,46.2,702,50.83153786,-0.134519385,1,3.8,36.2,3509.683862,58,36,2,272000,2281,2,Purple
0.73,17.6,700,50.84153279,-0.156790302,1,3.8,38.9,3510.377144,58,62,2,735000,2281,3,Dark Purple
0.9,21.6,700,50.84153279,-0.156790302,1,3.8,5.2,3510.377144,68,106,2,735000,2281,3,Dark Purple
1.08,25.9,700,50.8405446,-0.155721357,1,3.8,71.8,3510.308751,81,101,2,625000,2281,3,Dark Purple
1.05,25.1,700,50.8405446,-0.155721357,1,3.8,5.2,3510.308751,78,97,2,625000,2281,3,Dark Purple
1.42,34.2,700,50.8405446,-0.155721357,1,3.8,71.8,3510.308751,69,118,3,775000,2281,1,Mauve
4.19,100.6,700,50.8405446,-0.155721357,1,3.8,38.9,3510.308751,10,40,3,775000,2281,1,Mauve
1.13,27.2,700,50.8405446,-0.155721357,1,3.8,51.7,3510.308751,21,37,4,755000,2281,3,Dark Purple
0.96,23.1,700,50.8405446,-0.155721357,1,3.8,68.3,3510.308751,53,90,4,755000,2281,3,Dark Purple
1.3,31.3,700,50.8405446,-0.155721357,1,3.8,51.7,3510.308751,72,63,4,755000,2281,3,Dark Purple
4.19,100.6,700,50.8405446,-0.155721357,1,3.8,38.9,3510.308751,10,40,4,755000,2281,3,Dark Purple
1.85,44.3,700,50.83965753,-0.154790502,1,3.8,25.1,3510.247361,78,92,2,605000,2281,3,Dark Purple
1.85,44.3,700,50.83965753,-0.154790502,1,3.8,25.1,3510.247361,78,92,2,605000,2281,3,Dark Purple
0.71,17.1,700,50.84084772,-0.155553165,1,3.8,82.1,3510.329654,62,72,2,542000,2281,3,Dark Purple
1.09,26.2,700,50.84084772,-0.155553165,1,3.8,5.2,3510.329654,78,97,2,542000,2281,3,Dark Purple
0.93,22.2,700,50.84130612,-0.154398782,1,3.8,5.3,3510.361129,67,67,1,555000,2281,3,Dark Purple
3.49,83.8,610,50.84492987,-0.158915017,1,3.75,51.7,3510.612024,60,41,2,575000,2281,3,Dark Purple
0.85,20.4,610,50.84492987,-0.158915017,1,3.75,41.8,3510.612024,69,76,2,575000,2281,3,Dark Purple
0.8,19.3,600,50.84508627,-0.15856794,1,3.5,10.5,3510.622768,79,94,1,680000,2281,3,Dark Purple
2.44,58.5,702,50.84984334,-0.157275,1,3.8,25.1,3510.951019,102,92,4,725000,2281,3,Dark Purple
0.84,20.2,702,50.84984334,-0.157275,1,3.8,22.9,3510.951019,58,65,4,725000,2281,3,Dark Purple
1.87,44.9,702,50.84984334,-0.157275,1,3.8,2.2,3510.951019,47,92,4,725000,2281,3,Dark Purple
1.24,29.8,702,50.84984334,-0.157275,1,3.8,41.8,3510.951019,70,111,4,725000,2281,3,Dark Purple
0.96,23.1,700,50.83462815,-0.150117626,1,3.8,68.3,3509.89941,53,90,2,750000,2281,3,Dark Purple
1.03,24.7,700,50.83462815,-0.150117626,1,3.8,38.9,3509.89941,92,118,2,750000,2281,3,Dark Purple
2.19,52.7,700,50.83490205,-0.149808556,1,3.8,71.8,3509.918275,67,79,2,800680,2281,1,Mauve
0.96,23.0,700,50.83490205,-0.149808556,1,3.8,68.3,3509.918275,53,90,2,800680,2281,1,Mauve
0.77,18.4,700,50.83425421,-0.14865543,1,3.8,2.3,3509.873376,72,63,2,765000,2281,3,Dark Purple
0.91,21.9,700,50.83425421,-0.14865543,1,3.8,5.2,3509.873376,68,92,2,765000,2281,3,Dark Purple
5.86,140.5,700,50.835039,-0.148127,1,3.8,51.7,3509.927485,59,76,4,960000,2281,1,Mauve
2.02,48.6,700,50.835039,-0.148127,1,3.8,71.8,3509.927485,67,79,4,960000,2281,1,Mauve
1.24,29.7,700,50.835039,-0.148127,1,3.8,51.7,3509.927485,72,63,4,960000,2281,1,Mauve
0.14,3.4,700,50.835039,-0.148127,1,3.8,71.8,3509.927485,88,84,4,960000,2281,1,Mauve
2.26,54.3,700,50.83438092,-0.148139153,1,3.8,41.8,3509.88205,75,83,2,127500,2281,2,Purple
1.27,30.5,700,50.83438092,-0.148139153,1,3.8,41.8,3509.88205,75,129,2,127500,2281,2,Purple
1.76,42.3,700,50.83419744,-0.145646913,1,3.8,71.8,3509.869022,55,84,1,595000,2281,3,Dark Purple
2.0,48.0,720,50.83419744,-0.145646913,1,3.8,71.8,3509.869022,79,66,2,645000,2281,3,Dark Purple
2.05,49.2,720,50.83419744,-0.145646913,1,3.8,11.2,3509.869022,95,106,2,645000,2281,3,Dark Purple
0.85,20.4,600,50.85602246,-0.157441023,1,3.85,95.0,3511.377681,53,49,2,485000,2281,0,Pink
0.62,14.9,600,50.85602246,-0.157441023,1,3.85,61.4,3511.377681,23,23,2,485000,2281,0,Pink
0.26,6.3,602,50.85874527,-0.15844202,1,4.0,68.3,3511.565832,40,76,1,825000,2281,1,Mauve
1.53,36.8,600,50.85874527,-0.15844202,1,3.85,95.0,3511.565832,97,109,1,435000,2281,0,Pink
1.01,24.2,600,50.85983264,-0.156111456,1,3.8,41.8,3511.640549,71,64,3,497500,2281,0,Pink
1.02,24.6,600,50.85983264,-0.156111456,1,3.8,128.9,3511.640549,79,94,3,497500,2281,0,Pink
0.71,17.0,600,50.85983264,-0.156111456,1,3.8,38.9,3511.640549,56,77,3,497500,2281,0,Pink
0.85,20.5,610,50.85490687,-0.161406393,1,3.75,11.3,3511.301275,45,71,2,560000,2281,3,Dark Purple
1.03,24.8,610,50.85490687,-0.161406393,1,3.75,23.4,3511.301275,90,108,2,560000,2281,3,Dark Purple
0.61,14.7,600,50.85566318,-0.164317751,1,3.85,61.4,3511.353959,23,23,1,452000,2281,0,Pink
2.09,50.2,700,50.85638681,-0.167443609,1,3.8,68.3,3511.404431,88,83,2,742500,2281,3,Dark Purple
1.79,43.0,700,50.85638681,-0.167443609,1,3.8,36.2,3511.404431,64,50,2,742500,2281,3,Dark Purple
0.72,17.2,700,50.85638681,-0.167443609,1,3.8,51.7,3511.404431,54,75,3,548000,2281,3,Dark Purple
1.18,28.3,700,50.85638681,-0.167443609,1,3.8,22.9,3511.404431,55,64,3,548000,2281,3,Dark Purple
1.98,47.5,700,50.85638681,-0.167443609,1,3.8,41.8,3511.404431,75,83,3,548000,2281,3,Dark Purple
0.71,17.0,600,50.8561925,-0.168815229,1,3.85,41.8,3511.391241,91,69,2,560000,2281,3,Dark Purple
1.11,26.6,502,50.85676901,-0.163151856,1,3.8,51.7,3511.430124,56,93,2,580000,2281,3,Dark Purple
1.86,44.7,600,50.85676901,-0.163151856,1,3.85,25.3,3511.430124,97,109,2,375000,2281,0,Pink
1.94,46.6,600,50.85676901,-0.163151856,1,3.85,68.3,3511.430124,21,64,2,375000,2281,0,Pink
1.11,26.8,602,50.86003865,-0.161758731,1,4.0,2.3,3511.655653,51,101,3,445000,2281,0,Pink
1.04,25.0,602,50.86003865,-0.161758731,1,4.0,198.1,3511.655653,53,50,3,445000,2281,0,Pink
1.76,42.2,602,50.86003865,-0.161758731,1,4.0,3.3,3511.655653,1,103,3,445000,2281,0,Pink
1.81,43.5,700,50.86003865,-0.161758731,1,3.8,22.1,3511.655653,55,77,3,499995,2281,0,Pink
1.13,27.1,700,50.86003865,-0.161758731,1,3.8,18.3,3511.655653,32,36,3,499995,2281,0,Pink
0.9,21.6,700,50.86003865,-0.161758731,1,3.8,68.3,3511.655653,53,90,3,499995,2281,0,Pink
0.78,18.6,640,50.86102997,-0.167034228,1,3.75,22.1,3511.724949,26,26,2,535000,2281,3,Dark Purple
0.85,20.4,640,50.86102997,-0.167034228,1,3.75,11.1,3511.724949,58,71,2,535000,2281,3,Dark Purple
1.94,46.5,702,50.85403956,-0.164012096,1,4.0,31.3,3511.241808,76,76,2,700000,2281,3,Dark Purple
1.05,25.2,702,50.85403956,-0.164012096,1,4.0,31.3,3511.241808,68,81,2,700000,2281,3,Dark Purple
0.96,23.0,700,50.85717222,-0.171478,1,3.8,68.3,3511.45933,53,90,3,650000,2281,3,Dark Purple
0.86,20.7,700,50.85717222,-0.171478,1,3.8,36.2,3511.45933,53,83,3,650000,2281,3,Dark Purple
1.11,26.6,700,50.85717222,-0.171478,1,3.8,5.3,3511.45933,60,76,3,650000,2281,3,Dark Purple
2.08,50.0,600,50.85915776,-0.169224819,1,3.85,67.1,3511.596044,73,91,1,890000,2281,1,Mauve
1.63,39.1,610,50.85915776,-0.169224819,1,3.75,129.0,3511.596044,88,116,2,645000,2281,3,Dark Purple
0.07,1.7,610,50.85915776,-0.169224819,1,3.75,27.6,3511.596044,69,125,2,645000,2281,3,Dark Purple
1.11,26.8,610,50.85851177,-0.172191394,1,3.75,67.1,3511.551939,102,112,2,685000,2281,3,Dark Purple
1.09,26.1,610,50.85851177,-0.172191394,1,3.75,51.7,3511.551939,73,61,2,685000,2281,3,Dark Purple
2.15,51.6,610,50.84586938,-0.157471714,1,3.75,51.7,3510.676668,59,72,2,682600,2281,3,Dark Purple
1.11,26.7,610,50.84586938,-0.157471714,1,3.75,68.3,3510.676668,62,67,2,682600,2281,3,Dark Purple
0.73,17.4,600,50.84340694,-0.157582922,1,3.85,71.8,3510.506667,78,116,2,730000,2281,3,Dark Purple
0.72,17.4,600,50.84340694,-0.157582922,1,3.85,38.9,3510.506667,66,80,2,730000,2281,3,Dark Purple
0.84,20.2,700,50.84033836,-0.153485325,1,3.8,51.7,3510.294172,49,72,1,595000,2281,3,Dark Purple
1.2,28.7,700,50.83473579,-0.150806,1,3.8,51.7,3509.906943,67,76,3,280000,2281,2,Purple
1.2,28.7,700,50.83473579,-0.150806,1,3.8,51.7,3509.906943,67,76,3,238000,2281,2,Purple
1.2,28.7,700,50.83473579,-0.150806,1,3.8,51.7,3509.906943,67,76,3,233000,2281,2,Purple
0.93,22.3,700,50.83473579,-0.150806,1,3.8,68.3,3509.906943,69,83,3,280000,2281,2,Purple
0.93,22.3,700,50.83473579,-0.150806,1,3.8,68.3,3509.906943,69,83,3,238000,2281,2,Purple
0.93,22.3,700,50.83473579,-0.150806,1,3.8,68.3,3509.906943,69,83,3,233000,2281,2,Purple
0.12,2.8,700,50.83473579,-0.150806,1,3.8,38.9,3509.906943,111,40,3,280000,2281,2,Purple
0.12,2.8,700,50.83473579,-0.150806,1,3.8,38.9,3509.906943,111,40,3,238000,2281,2,Purple
0.12,2.8,700,50.83473579,-0.150806,1,3.8,38.9,3509.906943,111,40,3,233000,2281,2,Purple
1.02,24.5,700,50.8353065,-0.149792562,1,3.8,71.8,3509.946198,76,79,2,300000,2281,2,Purple
0.08,2.0,700,50.8353065,-0.149792562,1,3.8,5.2,3509.946198,66,92,2,300000,2281,2,Purple
1.15,27.6,700,50.83571521,-0.149478153,1,3.8,51.7,3509.974371,54,75,2,285000,2281,2,Purple
0.68,16.4,700,50.83571521,-0.149478153,1,3.8,36.2,3509.974371,52,68,2,285000,2281,2,Purple
0.18,4.4,700,50.83607403,-0.148853263,1,3.8,103.1,3509.999055,52,67,2,625000,2281,3,Dark Purple
0.89,21.3,700,50.83607403,-0.148853263,1,3.8,36.2,3509.999055,70,77,2,625000,2281,3,Dark Purple
1.27,30.4,700,50.83610367,-0.148454426,1,3.8,41.8,3510.001043,75,129,2,590000,2281,3,Dark Purple
2.05,49.2,700,50.83610367,-0.148454426,1,3.8,2.3,3510.001043,65,89,2,590000,2281,3,Dark Purple
0.95,22.8,700,50.83856327,-0.152135087,1,3.8,82.1,3510.171408,42,60,3,495000,2281,0,Pink
5.94,142.5,700,50.83856327,-0.152135087,1,3.8,33.3,3510.171408,11,75,3,495000,2281,0,Pink
0.99,23.7,700,50.83856327,-0.152135087,1,3.8,71.8,3510.171408,68,83,3,495000,2281,0,Pink
2.05,49.2,700,50.83556583,-0.151401349,1,3.8,36.2,3509.964341,64,50,4,260000,2281,2,Purple
0.79,19.0,700,50.83556583,-0.151401349,1,3.8,0.5,3509.964341,65,127,4,260000,2281,2,Purple
0.76,18.2,600,50.83721459,-0.149319428,1,3.85,41.8,3510.077873,75,128,2,422500,2281,0,Pink
1.99,47.6,700,50.83721459,-0.149319428,1,3.8,71.8,3510.077873,83,101,7,250000,2281,2,Purple
1.06,25.5,700,50.83721459,-0.149319428,1,3.8,5.2,3510.077873,50,108,7,250000,2281,2,Purple
1.15,27.6,700,50.83721459,-0.149319428,1,3.8,41.8,3510.077873,91,69,7,250000,2281,2,Purple
0.08,1.9,700,50.83721459,-0.149319428,1,3.8,0.5,3510.077873,54,127,7,250000,2281,2,Purple
1.01,24.2,700,50.83721459,-0.149319428,1,3.8,36.2,3510.077873,70,77,7,250000,2281,2,Purple
3.03,72.7,700,50.83721459,-0.149319428,1,3.8,7.4,3510.077873,11,79,7,250000,2281,2,Purple
0.08,1.9,700,50.83721459,-0.149319428,1,3.8,7.4,3510.077873,47,68,7,250000,2281,2,Purple
0.25,6.1,600,50.83721459,-0.149319428,1,3.85,33.3,3510.077873,44,71,2,250000,2281,2,Purple
0.61,14.7,600,50.83721459,-0.149319428,1,3.85,22.1,3510.077873,76,78,2,250000,2281,2,Purple
0.91,21.8,610,50.83721459,-0.149319428,1,3.75,82.1,3510.077873,55,64,2,680000,2281,3,Dark Purple
0.84,20.2,610,50.83721459,-0.149319428,1,3.75,11.3,3510.077873,72,63,2,680000,2281,3,Dark Purple
0.69,16.6,600,50.83607505,-0.143383,1,3.85,33.3,3509.99834,57,92,2,206000,2281,2,Purple
0.63,15.0,600,50.83607505,-0.143383,1,3.85,6.5,3509.99834,55,54,2,206000,2281,2,Purple
1.35,32.4,450,50.83619258,-0.141037294,1,3.85,128.9,3510.006128,69,118,2,295000,2281,2,Purple
0.12,2.8,450,50.83619258,-0.141037294,1,3.85,0.5,3510.006128,76,115,2,295000,2281,2,Purple
0.96,23.0,600,50.83734269,-0.138151057,1,3.85,95.0,3510.085142,74,58,2,263500,2281,2,Purple
0.63,15.2,600,50.83734269,-0.138151057,1,3.85,61.4,3510.085142,23,23,2,263500,2281,2,Purple
0.9,21.6,600,50.83878609,-0.137866361,1,3.85,22.1,3510.184762,76,77,4,265000,2281,2,Purple
0.9,21.7,600,50.83878609,-0.137866361,1,3.85,71.8,3510.184762,57,95,4,265000,2281,2,Purple
0.73,17.5,600,50.83878609,-0.137866361,1,3.85,38.9,3510.184762,66,80,4,265000,2281,2,Purple
0.73,17.4,600,50.83878609,-0.137866361,1,3.85,38.9,3510.184762,66,80,4,265000,2281,2,Purple
1.0,23.9,720,50.83950126,-0.137596436,1,3.8,82.1,3510.234105,58,65,2,270000,2281,2,Purple
1.0,24.0,720,50.83950126,-0.137596436,1,3.8,38.9,3510.234105,86,54,2,270000,2281,2,Purple
1.15,27.5,720,50.83981686,-0.135396542,1,3.8,103.1,3510.255601,64,75,2,580000,2281,3,Dark Purple
2.17,52.0,720,50.83981686,-0.135396542,1,3.8,11.2,3510.255601,73,122,2,580000,2281,3,Dark Purple
1.12,27.0,700,50.84142816,-0.135488556,1,3.8,68.3,3510.366865,69,83,4,616616,2281,3,Dark Purple
0.8,19.1,700,50.84142816,-0.135488556,1,3.8,68.3,3510.366865,76,66,4,616616,2281,3,Dark Purple
0.99,23.7,700,50.84142816,-0.135488556,1,3.8,38.9,3510.366865,86,54,4,616616,2281,3,Dark Purple
1.02,24.6,700,50.84142816,-0.135488556,1,3.8,7.2,3510.366865,86,87,4,616616,2281,3,Dark Purple
2.14,51.3,700,50.84419126,-0.139000625,1,3.8,51.7,3510.558116,93,92,3,648000,2281,3,Dark Purple
1.96,47.1,700,50.84419126,-0.139000625,1,3.8,51.7,3510.558116,59,72,3,648000,2281,3,Dark Purple
1.19,28.5,700,50.84419126,-0.139000625,1,3.8,38.9,3510.558116,92,118,3,648000,2281,3,Dark Purple
0.83,20.0,700,50.84129766,-0.139144157,1,3.8,41.8,3510.358347,71,64,3,725000,2281,3,Dark Purple
1.16,27.9,700,50.84129766,-0.139144157,1,3.8,41.8,3510.358347,83,77,3,725000,2281,3,Dark Purple
0.9,21.6,700,50.84129766,-0.139144157,1,3.8,68.3,3510.358347,65,63,3,725000,2281,3,Dark Purple
1.19,28.6,600,50.84105506,-0.13972196,1,3.85,68.3,3510.341676,62,67,3,870000,2281,1,Mauve
1.78,42.8,600,50.84105506,-0.13972196,1,3.85,41.8,3510.341676,100,129,3,870000,2281,1,Mauve
0.69,16.6,600,50.84105506,-0.13972196,1,3.85,10.3,3510.341676,68,68,3,870000,2281,1,Mauve
0.88,21.2,600,50.84305764,-0.140665033,1,3.85,111.0,3510.480074,29,10,4,875000,2281,1,Mauve
0.93,22.2,600,50.84305764,-0.140665033,1,3.85,67.1,3510.480074,66,87,4,875000,2281,1,Mauve
1.95,46.8,600,50.84305764,-0.140665033,1,3.85,67.1,3510.480074,81,107,4,875000,2281,1,Mauve
12.79,306.9,600,50.84305764,-0.140665033,1,3.85,71.8,3510.480074,75,47,4,875000,2281,1,Mauve
1.18,28.3,720,50.84047301,-0.14100923,1,3.8,59.2,3510.301666,71,64,1,680000,2281,3,Dark Purple
1.16,27.8,720,50.84305542,-0.143349755,1,3.8,103.1,3510.480294,98,59,2,215000,2281,2,Purple
0.06,1.5,720,50.84305542,-0.143349755,1,3.8,11.2,3510.480294,76,79,2,215000,2281,2,Purple
1.19,28.6,600,50.84305542,-0.143349755,1,3.85,68.3,3510.480294,62,67,3,443500,2281,0,Pink
0.69,16.5,600,50.84305542,-0.143349755,1,3.85,22.1,3510.480294,54,34,3,443500,2281,0,Pink
0.64,15.2,600,50.84305542,-0.143349755,1,3.85,4.3,3510.480294,72,63,3,443500,2281,0,Pink
2.74,65.8,600,50.83807344,-0.142808933,1,3.85,51.7,3510.136238,63,72,2,465000,2281,0,Pink
1.07,25.6,700,50.84210592,-0.134566679,1,3.8,41.8,3510.413539,71,64,2,220000,2281,2,Purple
1.97,47.2,700,50.84210592,-0.134566679,1,3.8,38.9,3510.413539,53,80,2,220000,2281,2,Purple
0.85,20.5,700,50.84210592,-0.134566679,1,3.8,51.7,3510.413539,28,25,2,220000,2281,2,Purple
1.82,43.7,700,50.84210592,-0.134566679,1,3.8,0.4,3510.413539,34,63,2,220000,2281,2,Purple
2.02,48.6,702,50.84055359,-0.133662735,1,4.0,68.3,3510.306239,75,69,2,765000,2281,3,Dark Purple
0.87,20.9,700,50.84450836,-0.134641319,1,3.8,22.9,3510.579425,55,54,3,660000,2281,3,Dark Purple
0.88,21.2,700,50.84450836,-0.134641319,1,3.8,22.9,3510.579425,46,61,3,660000,2281,3,Dark Purple
1.95,46.9,700,50.84450836,-0.134641319,1,3.8,22.1,3510.579425,72,44,3,660000,2281,3,Dark Purple
1.14,27.4,700,50.84450836,-0.134641319,1,3.8,55.9,3510.579425,78,116,4,595000,2281,3,Dark Purple
1.14,27.4,700,50.84450836,-0.134641319,1,3.8,41.8,3510.579425,58,75,4,595000,2281,3,Dark Purple
0.95,22.9,700,50.84450836,-0.134641319,1,3.8,38.9,3510.579425,86,54,4,595000,2281,3,Dark Purple
1.16,27.8,700,50.84450836,-0.134641319,1,3.8,11.1,3510.579425,51,101,4,595000,2281,3,Dark Purple
0.9,21.6,700,50.84517002,-0.137214457,1,3.8,22.1,3510.625452,76,78,4,659950,2281,3,Dark Purple
1.97,47.3,700,50.84517002,-0.137214457,1,3.8,22.1,3510.625452,55,77,4,659950,2281,3,Dark Purple
0.95,22.9,700,50.84517002,-0.137214457,1,3.8,38.9,3510.625452,86,54,4,659950,2281,3,Dark Purple
0.83,19.9,700,50.84517002,-0.137214457,1,3.8,11.1,3510.625452,51,101,4,659950,2281,3,Dark Purple
0.8,19.3,600,50.84492962,-0.137366082,1,3.85,41.8,3510.608874,75,128,2,515000,2281,3,Dark Purple
0.63,15.1,600,50.84435531,-0.137445773,1,3.85,1.4,3510.569232,60,67,1,695000,2281,3,Dark Purple
0.96,22.9,600,50.84435531,-0.137445773,1,3.85,95.0,3510.569232,74,58,2,577000,2281,3,Dark Purple
0.93,22.4,600,50.84435531,-0.137445773,1,3.85,111.0,3510.569232,80,79,2,577000,2281,3,Dark Purple
1.2,28.9,700,50.84497513,-0.140219475,1,3.8,41.8,3510.612405,75,129,4,650000,2281,3,Dark Purple
1.91,45.8,700,50.84497513,-0.140219475,1,3.8,41.8,3510.612405,88,128,4,650000,2281,3,Dark Purple
0.94,22.6,700,50.84497513,-0.140219475,1,3.8,38.9,3510.612405,86,54,4,650000,2281,3,Dark Purple
0.01,0.3,700,50.84497513,-0.140219475,1,3.8,7.2,3510.612405,23,110,4,650000,2281,3,Dark Purple
1.13,27.0,700,50.84568775,-0.139225183,1,3.8,33.4,3510.661471,45,62,2,615000,2281,3,Dark Purple
2.04,49.0,700,50.84568775,-0.139225183,1,3.8,18.3,3510.661471,47,92,2,615000,2281,3,Dark Purple
